epoch,loss,PA,mPA,mIOU
1,1.7506185553290627,0.10109155828302557,0.1030625096411148,0.07675772640901744
2,1.707960388877175,0.03820506009188565,0.049675200528078924,0.031168851058861368
3,1.701561765237288,0.04329334605823864,0.052732412265537605,0.034946354016193996
4,1.6439307928085327,0.14684919877485794,0.16414074066570225,0.11769210074577462
5,1.6197683269327336,0.18579066883433948,0.19091302480294622,0.15164077553146688
6,1.6189564249732278,0.23277386752041904,0.2436358406226976,0.1775472541802711
7,1.5672174041921443,0.3301381197842685,0.3286625888537277,0.24453785798951602
8,1.5255313461477107,0.3763063604181463,0.3250064487484368,0.2635347713631662
9,1.486004894429987,0.4304617101495916,0.45874716878064314,0.3309234328044113
10,1.433674617247148,0.47526619651100854,0.47055101983079856,0.36682159125154035
11,1.4319636713374744,0.45792336897416547,0.4566711488560858,0.35021895328959957
12,1.3804360303011807,0.43758635087446734,0.4432169988074086,0.3288623358504
13,1.3376252867958762,0.4760619076815518,0.4793036508014087,0.381044926174747
14,1.2748328013853594,0.4992769414728338,0.45627794238283637,0.3825578988206954
15,1.270045898177407,0.48993648182262073,0.47669198719615286,0.37119345119043085
16,1.2411533485759387,0.5116859782825817,0.49274990762668575,0.38207653164863586
17,1.1856176257133484,0.5056617043235085,0.478499744217102,0.38427303968770005
18,1.2050490541891619,0.47422963922674005,0.4644033298404379,0.37471291731873696
19,1.2113896391608499,0.5153298811479048,0.45607348542067816,0.3763184673258696
20,1.2088407711549238,0.48515892028808594,0.46071038505231793,0.3862702742811631
21,1.1491769768974998,0.4964516379616477,0.5021886590614237,0.39389287936501205
22,1.1222918358716099,0.5145971124822443,0.48165493162179535,0.3759393347162669
23,1.1045372865416787,0.5098812796852805,0.5116729116575285,0.41533646173775196
24,1.1999750083143061,0.42640807411887427,0.41820600073416164,0.3537277747281306
25,1.067869712005962,0.55925837430087,0.521452771499753,0.44589716276492586
26,1.080918312072754,0.5411881533536044,0.5018639581447298,0.41924596844579687
27,1.1058400652625344,0.5246356617320668,0.48788055227222765,0.41776685700328514
28,1.0555959289724177,0.5814434398304332,0.5479011918333444,0.4727113120977513
29,1.1775830442255193,0.515442588112571,0.5060410632921214,0.41069272452626715
30,1.1389160643924365,0.496750918301669,0.46498457418585365,0.40712231339421123
31,1.0802861560474744,0.5346443869850852,0.4974304600195451,0.4264518073098522
32,1.0757950165055015,0.5434507890181108,0.5141231984916058,0.44021043012087996
33,1.1444804722612554,0.5062016573819247,0.4823777023491196,0.4028382034421983
34,1.0152374722740867,0.6025380221280184,0.5382108851335943,0.47303429927507584
35,1.1432284170931035,0.5417754433371804,0.5400713443417441,0.4456015440042723
36,1.10783160274679,0.5483540621670809,0.5133334196341987,0.4388310050549494
37,1.0980713855136524,0.581694863059304,0.5562637913972139,0.47754473823376675
38,1.0829530520872637,0.5404257340864702,0.5236688553016972,0.4394506847655231
39,1.1014971137046814,0.5401548905806108,0.5087156940505586,0.4245372837917371
40,1.1188489144498652,0.5366032340309836,0.5332243958149444,0.4419432057237083
41,1.1353111971508374,0.5182626897638495,0.5178633974865079,0.4231273178011179
42,1.0656544403596357,0.5580713098699396,0.535123444754969,0.44826852561461483
43,0.9999230341477827,0.6014882867986505,0.5763712083412842,0.49297865793447604
44,1.0894604542038657,0.5761188160289418,0.5541613746278348,0.4723837796493833
45,1.0689758170734753,0.5587865656072443,0.5187460646160286,0.4616572401401671
46,1.0410359285094521,0.5488230965354226,0.5121951891276033,0.459345278159493
47,1.100780573758212,0.5349516435102983,0.5019712551835586,0.42544811189343984
48,1.0153993693265049,0.5617120916193182,0.5385159440338612,0.46084731563248416
49,1.0283426479859785,0.5697954351251776,0.5243618778715079,0.461933663199571
50,1.1119211641224949,0.5233788923783735,0.5130559822480957,0.42827625643853523
51,1.0858190926638516,0.5539125962690874,0.5169299762188033,0.45914680256762286
52,1.0309134450825779,0.5826228748668324,0.5362816791642796,0.4735923535534477
53,1.0410331921143965,0.5835774161598899,0.5714853524484418,0.48854237533470785
54,1.108946686441248,0.5550745183771307,0.5417025277221744,0.44960758280517027
55,1.0529189326546409,0.5841886346990411,0.5569403451782736,0.4813198625025424
56,0.9920841509645636,0.6158891157670454,0.5821613821370358,0.5146718635647134
57,1.017911504615437,0.5821023420854048,0.5122910308736291,0.445456378754567
